time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-09-02T00:27:54.170Z,38.0713333,-122.2258333,8.04,3.29,mw,122,73,0.003552,0.17,nc,nc73079240,2018-11-11T14:10:26.837Z,"2km NNW of Crockett, CA",earthquake,0.13,0.18,,5,reviewed,nc,nc
2018-09-01T21:18:41.850Z,40.2886667,-121.5555,5,2.92,md,26,54,0.1441,0.1,nc,nc73079175,2018-09-04T03:59:03.232Z,"8km S of Mineral, CA",earthquake,0.23,0.78,0.175,68,reviewed,nc,nc
2018-09-01T16:50:29.340Z,33.4878333,-116.8065,2.28,3.13,ml,158,12,0.01709,0.23,ci,ci38043999,2018-11-07T18:37:08.040Z,"7km NE of Aguanga, CA",earthquake,0.09,0.24,0.151,294,reviewed,ci,ci
2018-09-01T15:45:06.620Z,38.8263333,-122.8115,1.59,3.76,mw,63,27,0.003138,0.06,nc,nc73078885,2018-11-07T18:37:08.040Z,"7km NW of The Geysers, CA",earthquake,0.1,0.16,,4,reviewed,nc,nc
2018-09-01T12:19:54.550Z,32.0881667,-115.023,20,3.99,mw,24,285,0.2188,0.32,ci,ci38043735,2018-11-07T18:37:08.040Z,"12km S of Estacion Coahuila, B.C., MX",earthquake,1.18,1.61,,4,reviewed,ci,ci
2018-09-01T10:32:21.670Z,40.3858333,-124.6011667,24.53,2.51,md,28,248,0.2203,0.17,nc,nc73078815,2018-11-07T18:37:09.040Z,"28km WNW of Petrolia, CA",earthquake,0.68,1.09,0.252,26,reviewed,nc,nc
2018-09-01T05:55:24.100Z,39.2054,-114.9571,5,2.7,ml,11,92.17,0.193,0.2333,nn,nn00654231,2018-11-07T18:37:08.040Z,"7km SW of Ely, Nevada",earthquake,,4.9,0.35,3,reviewed,nn,nn
2018-09-01T03:20:25.500Z,35.3781,-98.1186,6.886,2.6,ml,,94,,0.66,us,us2000h6bu,2018-11-07T18:37:07.040Z,"16km W of Union City, Oklahoma",earthquake,1.4,5,,,reviewed,ok,ok
2018-09-01T01:50:16.740Z,38.8215,-122.7616667,1.79,2.5,md,56,59,0.01103,0.08,nc,nc73078705,2018-09-08T01:23:03.280Z,"3km W of Cobb, CA",earthquake,0.14,0.22,0.226,31,reviewed,nc,nc
2018-08-31T22:03:38.100Z,38.8116667,-122.7911667,3.02,2.55,md,57,31,0.008342,0.07,nc,nc73078630,2018-09-07T21:28:03.202Z,"5km NW of The Geysers, CA",earthquake,0.15,0.23,0.129,21,reviewed,nc,nc
2018-08-31T20:18:40.700Z,35.7955,-97.198,4.925,2.9,ml,,27,,0.17,us,us2000h67t,2018-11-07T18:37:07.040Z,"14km N of Luther, Oklahoma",earthquake,1,2.4,,,reviewed,ok,ok
2018-08-31T12:48:43.920Z,37.3495,-97.8657,6.41,2.8,ml,,227,0.118,0.73,us,us2000h5y8,2018-11-07T18:37:07.040Z,"15km ENE of Harper, Kansas",earthquake,2.1,2.8,0.101,11,reviewed,ismp,ismp
2018-08-31T08:22:48.910Z,37.3371,-97.87,9.71,2.6,mb_lg,,80,0.109,0.33,us,us2000h5ww,2018-11-07T18:37:07.040Z,"14km ENE of Harper, Kansas",earthquake,2.1,7.8,0.062,67,reviewed,us,us
2018-08-31T08:16:51.220Z,37.3409,-97.8777,9.07,2.6,mb_lg,,60,0.105,0.32,us,us2000h5wk,2018-11-07T18:37:07.040Z,"14km ENE of Harper, Kansas",earthquake,3,8,0.06,72,reviewed,us,us
2018-08-31T06:20:03.920Z,37.344,-97.8697,5.97,2.5,mb_lg,,141,0.112,0.25,us,us2000h5w6,2018-11-07T18:37:07.040Z,"15km ENE of Harper, Kansas",earthquake,1.6,2,0.072,50,reviewed,us,us
2018-08-31T04:44:29.930Z,37.3866,-97.9537,5,3,mb_lg,,57,0.095,0.4,us,us2000h5vk,2018-11-07T18:37:07.040Z,"12km NNE of Harper, Kansas",earthquake,2,2,0.046,121,reviewed,us,us
2018-08-31T02:48:26.960Z,35.8496667,-121.546,9.14,2.52,md,74,203,0.2637,0.13,nc,nc73078325,2018-09-02T00:42:01.808Z,"19km S of Lopez Point, CA",earthquake,0.28,0.45,0.181,49,reviewed,nc,nc
2018-08-30T23:38:18.160Z,44.8213333,-122.2221667,3.78,2.57,ml,4,255,1.001,0.08,uw,uw61424371,2018-11-07T18:37:07.040Z,"21km ENE of Mill City, Oregon",earthquake,10.57,31.61,0.376,2,reviewed,uw,uw
2018-08-30T23:38:09.820Z,37.5866667,-118.8221667,3.01,2.67,md,40,96,0.006455,0.04,nc,nc73078265,2018-09-06T03:28:02.771Z,"13km WNW of Toms Place, CA",earthquake,0.17,0.26,0.226,40,reviewed,nc,nc
2018-08-30T23:34:19.420Z,37.3325,-97.8792,5.32,2.5,mb_lg,,86,0.101,0.4,us,us2000h5t9,2018-11-07T18:37:06.040Z,"13km ENE of Harper, Kansas",earthquake,2.5,6.5,0.074,47,reviewed,us,us
2018-08-30T22:08:09.700Z,39.2371667,-120.1093333,2.09,3.75,mw,34,61,0.1998,0.17,nc,nc73078235,2018-11-07T18:37:06.040Z,"5km W of Tahoe Vista, CA",earthquake,0.22,1.47,,3,reviewed,nc,nc
2018-08-30T20:37:08.100Z,37.3356,-97.8648,5,3.9,mwr,,60,0.112,0.48,us,us2000h5nn,2018-11-07T18:37:06.040Z,"15km ENE of Harper, Kansas",earthquake,2.6,1.9,0.04,59,reviewed,us,us
2018-08-30T20:15:13.770Z,41.4008,-100.2794,5,2.6,mb_lg,,65,0.068,0.87,us,us2000hb6g,2018-11-07T18:37:12.040Z,"21km ESE of Stapleton, Nebraska",earthquake,2.6,2,0.17,9,reviewed,us,us
2018-08-30T19:05:06.210Z,43.6102,-105.1738,0,3.2,ml,,80,0.968,1.16,us,us2000h5m1,2018-11-07T18:37:06.040Z,"Wyoming",mining explosion,7.1,1.7,0.048,76,reviewed,us,us
2018-08-30T07:41:41.460Z,37.5586667,-118.809,1.16,2.78,md,38,69,0.03515,0.05,nc,nc73077845,2018-09-01T08:08:17.425Z,"11km W of Toms Place, CA",earthquake,0.19,0.55,0.146,36,reviewed,nc,nc
2018-08-30T06:29:25.200Z,35.3845,-98.1121,5.476,2.5,ml,,51,,0.39,us,us2000h58i,2018-11-07T18:37:06.040Z,"15km W of Union City, Oklahoma",earthquake,1.4,3.5,,,reviewed,ok,ok
2018-08-30T04:54:14.130Z,37.361,-97.851,10.32,3.2,mb_lg,,78,0.133,0.31,us,us2000h585,2018-11-07T18:37:06.040Z,"17km ENE of Harper, Kansas",earthquake,1.4,6.3,0.044,137,reviewed,us,us
2018-08-30T02:58:55.140Z,38.8186667,-122.7953333,3.42,2.81,md,64,23,0.01265,0.07,nc,nc73077700,2018-09-06T01:15:04.498Z,"6km NW of The Geysers, CA",earthquake,0.13,0.22,0.149,42,reviewed,nc,nc
2018-08-30T02:11:15.190Z,33.8951667,-116.2123333,7.29,2.73,ml,70,51,0.04428,0.15,ci,ci38040535,2018-10-23T16:39:44.259Z,"18km ENE of Thousand Palms, CA",earthquake,0.13,0.4,0.175,133,reviewed,ci,ci
2018-08-30T00:12:55.860Z,37.3722,-97.8452,5,3.1,mb_lg,,58,0.142,0.55,us,us2000h551,2018-11-07T18:37:06.040Z,"18km ENE of Harper, Kansas",earthquake,2,2,0.046,123,reviewed,us,us
2018-08-29T23:56:20.270Z,37.3549,-97.859,9.75,3,mb_lg,,72,0.124,0.24,us,us2000h54t,2018-11-07T18:37:06.040Z,"16km ENE of Harper, Kansas",earthquake,2.5,6.6,0.047,117,reviewed,us,us
2018-08-29T23:06:48.010Z,32.932,-117.7008333,17.38,2.64,ml,44,192,0.3792,0.15,ci,ci38040295,2018-10-23T16:20:22.559Z,"40km WSW of Encinitas, CA",earthquake,0.33,0.85,0.114,106,reviewed,ci,ci
2018-08-29T20:06:06.130Z,37.3164,-97.8624,5,2.7,mb_lg,,72,0.109,0.3,us,us2000h4zz,2018-11-07T18:37:05.040Z,"14km ENE of Harper, Kansas",earthquake,1.6,1.9,0.071,52,reviewed,us,us
2018-08-29T19:36:54.030Z,37.411,-97.8707,5,2.8,mb_lg,,86,0.152,0.44,us,us2000h4yw,2018-11-07T18:37:05.040Z,"19km NE of Harper, Kansas",earthquake,2.6,2,0.062,67,reviewed,us,us
2018-08-29T16:01:02.400Z,40.7686,-108.7513,5.3,2.7,ml,,57,0.652,1.28,us,us1000gjj0,2018-11-07T18:37:04.040Z,"73km ENE of Naples, Utah",earthquake,2.5,5.5,0.036,100,reviewed,us,us
2018-08-29T14:29:16.900Z,36.2834,-97.5074,7.977,2.8,ml,,25,,0.15,us,us1000gjer,2018-11-07T18:37:04.040Z,"19km W of Perry, Oklahoma",earthquake,1.3,5.2,,,reviewed,ok,ok
2018-08-29T14:16:14.810Z,40.7737,-108.7452,4.03,3.3,ml,,71,0.658,0.57,us,us1000gjem,2018-11-07T18:37:04.040Z,"74km ENE of Naples, Utah",earthquake,2.1,5.5,0.045,64,reviewed,us,us
2018-08-29T03:04:06.600Z,36.4571,-98.8042,4.87,3.2,mwr,,34,,0.29,us,us1000gjab,2018-11-07T18:37:04.040Z,"35km NW of Fairview, Oklahoma",earthquake,1.7,3.9,,15,reviewed,ok,slm
2018-08-29T02:45:06.020Z,35.397,-84.424,18.47,2.66,md,24,74,0.07524,0.13,se,se60212667,2018-11-07T18:37:04.040Z,"6km ESE of Englewood, Tennessee",earthquake,0.29,0.39,0.102,13,reviewed,se,se
2018-08-29T02:34:17.350Z,34.135,-117.771,4.44,3.39,ml,93,24,0.03054,0.25,ci,ci38038079,2018-11-07T18:37:04.040Z,"4km N of La Verne, CA",earthquake,0.16,0.36,0.144,21,reviewed,ci,ci
2018-08-29T02:33:28.330Z,34.1363333,-117.7746667,5.46,4.38,mw,208,16,0.03385,0.26,ci,ci38038071,2018-12-19T23:11:11.124Z,"4km N of La Verne, CA",earthquake,0.11,0.48,,6,reviewed,ci,ci
2018-08-29T01:42:16.030Z,37.36,-97.9943,5,2.7,mb_lg,,133,0.062,0.39,us,us1000gj9l,2018-11-07T18:37:04.040Z,"8km NNE of Harper, Kansas",earthquake,1.2,1.5,0.054,91,reviewed,us,us
2018-08-29T01:12:25.430Z,32.0613333,-115.0083333,24.1,2.65,ml,11,254,0.2476,0.18,ci,ci38038023,2018-08-29T17:01:49.037Z,"15km S of Estacion Coahuila, B.C., MX",earthquake,1.14,0.65,0.147,22,reviewed,ci,ci
2018-08-28T21:04:01.900Z,36.7601,-98.0517,7.983,2.6,ml,,54,,0.23,us,us1000gjep,2018-11-07T18:37:04.040Z,"27km E of Cherokee, Oklahoma",earthquake,0.9,2.5,,,reviewed,ok,ok
2018-08-28T11:52:56.880Z,38.757,-122.7158333,1.05,2.77,md,64,33,0.008417,0.09,nc,nc73076855,2018-08-31T13:48:04.225Z,"3km SW of Anderson Springs, CA",earthquake,0.14,0.23,0.209,51,reviewed,nc,nc
2018-08-27T23:56:41.480Z,36.3006667,-120.8541667,8.8,2.57,md,73,89,0.09478,0.08,nc,nc73076705,2018-08-29T03:01:05.528Z,"21km SW of New Idria, CA",earthquake,0.17,0.36,0.237,77,reviewed,nc,nc
2018-08-27T21:56:27.930Z,45.0291,-106.744,0,2.8,ml,,102,1.699,0.55,us,us1000gibt,2018-11-07T18:37:02.040Z,"eastern Montana",mining explosion,5.3,1.8,0.064,32,reviewed,us,us
2018-08-27T19:37:27.430Z,33.8978333,-116.2145,7.18,3.03,ml,84,37,0.0439,0.16,ci,ci38260864,2018-11-07T18:37:02.040Z,"18km ENE of Thousand Palms, CA",earthquake,0.11,0.34,0.148,156,reviewed,ci,ci
2018-08-27T16:25:03.300Z,36.4596,-98.8135,6.048,2.7,ml,,38,,0.35,us,us1000gi22,2018-11-07T18:37:02.040Z,"35km E of Mooreland, Oklahoma",earthquake,2.4,2.9,,,reviewed,ok,ok
2018-08-27T08:22:15.220Z,44.7534,-112.0403,5,2.5,ml,,45,0.383,0.89,us,us1000ghwj,2018-11-07T18:37:01.040Z,"45km ENE of Lima, Montana",earthquake,2.6,1.9,0.048,58,reviewed,us,us
2018-08-27T07:44:55.020Z,37.3656,-97.9945,5,3.4,mb_lg,,91,0.068,0.27,us,us1000ghvz,2018-11-07T18:37:01.040Z,"9km NNE of Harper, Kansas",earthquake,1.4,1.9,0.043,143,reviewed,us,us
2018-08-27T06:11:13.820Z,37.5478333,-118.8748333,6.51,2.7,md,39,70,0.05563,0.03,nc,nc73076320,2018-08-29T00:55:03.791Z,"14km SE of Mammoth Lakes, CA",earthquake,0.22,0.5,0.176,35,reviewed,nc,nc
2018-08-26T19:08:01.610Z,43.6224,-105.3089,0,3.1,ml,,165,1.047,1.38,us,us1000ghnl,2018-11-01T17:51:06.040Z,"Wyoming",mining explosion,6.4,1.8,0.066,30,reviewed,us,us
2018-08-26T17:57:49.080Z,40.2913333,-124.5805,18.01,3.03,ml,39,239,0.2264,0.13,nc,nc73076125,2018-11-01T17:51:00.040Z,"25km W of Petrolia, CA",earthquake,1,0.38,0.299,21,reviewed,nc,nc
2018-08-26T17:00:03.310Z,43.606,-105.4389,0,2.5,ml,,144,1.138,0.14,us,us2000h89c,2018-11-01T17:51:06.040Z,"Wyoming",mining explosion,6.8,1.8,0.128,8,reviewed,us,us
2018-08-26T06:52:48.980Z,37.3336,-97.839,5,2.5,mb_lg,,141,0.131,0.18,us,us1000ghi0,2018-11-01T17:51:00.040Z,"17km ENE of Harper, Kansas",earthquake,1.4,1.9,0.079,42,reviewed,us,us
2018-08-26T06:09:18.590Z,37.0596,-97.3712,6.06,2.8,mb_lg,,147,0.097,0.17,us,us1000ghh7,2018-11-01T17:51:00.040Z,"21km E of Caldwell, Kansas",earthquake,1.3,2.4,0.057,79,reviewed,us,us
2018-08-25T23:05:42.680Z,40.7466667,-124.9861667,25.79,2.57,md,28,241,0.5632,0.18,nc,nc73075800,2018-08-28T01:09:04.382Z,"64km WNW of Ferndale, CA",earthquake,1.08,31.61,0.166,21,reviewed,nc,nc
2018-08-25T20:08:47.910Z,43.7781,-105.3123,0,3.4,ml,,81,0.983,0.87,us,us1000ghcd,2018-11-01T17:51:06.040Z,"Wyoming",mining explosion,2.8,1.7,0.062,46,reviewed,us,us
2018-08-25T10:42:10.680Z,39.729,-108.4262,3.24,3.4,ml,,50,0.429,0.78,us,us1000gh7l,2018-11-01T17:50:58.040Z,"44km NW of Parachute, Colorado",earthquake,2.3,5.5,0.037,96,reviewed,us,us
2018-08-24T11:21:42.970Z,39.7293,-108.4272,1.86,2.8,ml,,50,0.429,0.41,us,us1000ggp7,2018-11-01T17:50:57.040Z,"44km NW of Parachute, Colorado",earthquake,2.5,5.8,0.033,118,reviewed,us,us
2018-08-24T10:02:37.580Z,39.7504,-108.3896,6.04,4.1,mwr,,34,0.4,0.74,us,us1000ggmk,2019-01-28T23:02:01.553Z,"43km NW of Parachute, Colorado",earthquake,2.6,5.8,0.073,18,reviewed,us,us
2018-08-24T07:59:19.440Z,36.9806,-104.8615,7.94,3.3,ml,,106,0.154,0.29,us,us1000ggic,2018-11-01T17:50:57.040Z,"38km WSW of Trinidad, Colorado",earthquake,2.7,5.5,0.148,10,reviewed,us,us
2018-08-24T06:57:47.230Z,33.829,-117.7985,9.11,2.5,ml,119,25,0.007606,0.21,ci,ci38257552,2018-10-31T07:34:10.705Z,"2km NE of Villa Park, CA",earthquake,0.12,0.35,0.163,154,reviewed,ci,ci
2018-08-24T06:56:52.040Z,36.9477,-104.8541,6.8,3.6,mwr,,108,0.183,0.73,us,us1000ggha,2018-11-01T17:50:57.040Z,"37km W of Raton, New Mexico",earthquake,2.5,3.3,0.078,16,reviewed,us,us
2018-08-24T03:30:55.310Z,37.3644,-97.9562,5,2.6,mb_lg,,60,0.074,0.88,us,us1000ggfs,2018-11-01T17:50:57.040Z,"10km NE of Harper, Kansas",earthquake,3.5,2,0.064,64,reviewed,us,us
2018-08-24T00:45:39.430Z,36.0296667,-119.984,9.41,2.81,md,55,123,0.1065,0.11,nc,nc73074930,2018-08-24T03:18:02.770Z,"3km NW of Kettleman City, CA",earthquake,0.27,0.36,0.125,63,reviewed,nc,nc
2018-08-23T19:41:47.830Z,42.6805,-111.4214,6.68,2.6,ml,,47,0.251,0.92,us,us1000gg8d,2018-11-14T22:08:27.730Z,"15km E of Soda Springs, Idaho",earthquake,2.5,3.8,0.044,69,reviewed,us,us
2018-08-23T14:42:34.680Z,39.2871,-99.0147,5,2.6,mb_lg,,78,0.734,0.3,us,us1000gg6a,2018-11-01T17:50:56.040Z,"25km ENE of Plainville, Kansas",earthquake,2.3,1.8,0.092,31,reviewed,us,us
2018-08-22T21:14:55.780Z,31.9011667,-115.8266667,7.02,2.56,ml,12,135,0.146,0.17,ci,ci38256088,2018-08-23T00:22:46.667Z,"72km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.42,0.78,0.157,21,reviewed,ci,ci
2018-08-22T18:53:51.350Z,43.55,-105.3376,0,3.1,ml,,118,1.101,1.26,us,us2000h61v,2018-11-01T17:51:06.040Z,"Wyoming",mining explosion,4.3,1.8,0.06,36,reviewed,us,us
2018-08-22T16:22:23.510Z,42.6895,-111.4498,5,2.6,ml,,59,0.268,0.47,us,us1000gfge,2018-11-01T17:50:54.040Z,"13km ENE of Soda Springs, Idaho",earthquake,1.1,2,0.051,50,reviewed,us,us
2018-08-22T15:02:32.160Z,39.2467,-99.046,5,3.7,mwr,,46,0.69,0.4,us,us1000gfe0,2018-11-01T17:50:54.040Z,"21km E of Plainville, Kansas",earthquake,4.7,2,0.066,22,reviewed,us,us
2018-08-22T12:17:42.800Z,43.3309,-110.9146,1.08,3.1,ml,,64,0.055,0.44,us,us1000gfb0,2018-11-01T17:50:54.040Z,"11km WNW of Hoback, Wyoming",earthquake,1.1,2,0.049,54,reviewed,us,us
2018-08-22T10:23:37.700Z,35.383,-98.1093,6.185,2.6,ml,,36,,0.24,us,us1000gf9i,2018-11-01T17:50:54.040Z,"15km W of Union City, Oklahoma",earthquake,1.5,6.9,,,reviewed,tul,tul
2018-08-22T02:48:23.810Z,38.154,-112.5681667,6.19,2.66,ml,28,43,0.323,0.24,uu,uu60293887,2018-11-01T17:50:53.040Z,"15km SSE of Beaver, Utah",earthquake,0.38,0.96,0.17,10,reviewed,uu,uu
2018-08-20T23:34:56.190Z,41.3833,-100.1432,5,2.6,mb_lg,,61,0.048,1.25,us,us1000ge9f,2018-11-01T17:50:52.040Z,"32km ESE of Stapleton, Nebraska",earthquake,2.5,1.8,0.086,35,reviewed,us,us
2018-08-20T22:05:46.760Z,40.4691667,-124.7421667,25.99,2.69,md,36,253,0.3088,0.18,nc,nc73074656,2018-08-21T04:35:02.414Z,"42km WNW of Petrolia, CA",earthquake,0.86,2.63,0.176,43,reviewed,nc,nc
2018-08-20T15:44:54.800Z,33.4875,-116.8061667,2.12,3.13,ml,129,16,0.01746,0.23,ci,ci38253816,2018-11-01T17:50:50.040Z,"7km NE of Aguanga, CA",earthquake,0.1,0.21,0.154,273,reviewed,ci,ci
2018-08-20T00:25:09.160Z,38.8306667,-122.7998333,2.16,2.54,md,65,38,0.01071,0.05,nc,nc73074116,2018-08-25T05:26:31.741Z,"7km W of Cobb, CA",earthquake,0.12,0.17,0.327,13,reviewed,nc,nc
2018-08-19T03:15:14.300Z,36.2328333,-120.8008333,8.43,2.85,md,80,91,0.0169,0.12,nc,nc73073456,2018-08-20T20:24:03.626Z,"23km ENE of San Lucas, CA",earthquake,0.18,0.37,0.139,79,reviewed,nc,nc
2018-08-19T02:05:54.400Z,36.5046,-98.713,5.502,2.6,ml,,54,,0.24,us,us1000gcrp,2018-10-27T16:22:28.040Z,"33km S of Alva, Oklahoma",earthquake,2.3,4.6,,,reviewed,tul,tul
2018-08-19T02:01:31.710Z,32.3974991,-117.760498,29.84,3.13,ml,22,298,0.5608,0.16,ci,ci38252568,2018-10-27T16:22:27.040Z,"63km WSW of Coronado, CA",earthquake,0.89,0.44,0.167,30,automatic,ci,ci
2018-08-19T00:57:16.354Z,39.2335,-120.0966,7.9,2.5,ml,10,82.95,0.035,0.1031,nn,nn00651540,2018-08-19T02:42:41.350Z,"3km W of Tahoe Vista, California",earthquake,,1.5,0.75,7,reviewed,nn,nn
2018-08-18T19:41:17.470Z,34.3045,-116.4531667,7.41,2.53,ml,79,49,0.05988,0.15,ci,ci38252368,2018-08-20T14:52:05.640Z,"21km N of Yucca Valley, CA",earthquake,0.1,0.39,0.159,136,reviewed,ci,ci
2018-08-18T16:02:05.100Z,34.2986667,-116.9341667,3.98,3.16,ml,146,20,0.03794,0.15,ci,ci38252192,2018-10-27T16:22:27.040Z,"6km NNW of Big Bear Lake, CA",earthquake,0.09,0.34,0.128,287,reviewed,ci,ci
2018-08-17T22:10:40.590Z,41.1455,-123.9838333,23.4,3.19,ml,43,84,0.03218,0.11,nc,nc73072796,2018-10-27T16:22:27.040Z,"15km NE of Westhaven-Moonstone, CA",earthquake,0.22,0.38,0.167,16,reviewed,nc,nc
2018-08-17T19:25:33.730Z,40.6788333,-124.8975,23.6,3.35,ml,28,270,0.4724,0.14,nc,nc73072741,2018-10-27T16:22:27.040Z,"55km WNW of Ferndale, CA",earthquake,1.63,10.66,0.277,26,reviewed,nc,nc
2018-08-17T17:47:26.320Z,38.741,-122.701,1.06,2.78,md,51,59,0.008259,0.06,nc,nc73072696,2018-08-17T23:55:03.020Z,"4km SSW of Anderson Springs, CA",earthquake,0.11,0.12,0.233,49,reviewed,nc,nc
2018-08-17T06:11:09.210Z,32.2105,-118.7031667,21.67,2.91,ml,10,265,0.7785,0.26,ci,ci38250648,2018-08-18T07:32:18.067Z,"76km SSW of San Clemente Is. (SE tip), CA",earthquake,1.48,1.21,0.104,65,reviewed,ci,ci
2018-08-17T05:31:04.060Z,33.4856667,-116.802,3.02,2.68,ml,116,16,0.02667,0.21,ci,ci38250576,2018-08-17T15:56:58.397Z,"8km NE of Aguanga, CA",earthquake,0.1,0.35,0.156,155,reviewed,ci,ci
2018-08-17T05:05:36.650Z,31.8976667,-115.8341667,8.8,3.23,ml,20,118,0.1441,0.29,ci,ci38250552,2018-10-27T16:22:27.040Z,"72km ENE of Maneadero, B.C., MX",earthquake,0.56,1.42,0.146,89,reviewed,ci,ci
2018-08-17T02:50:21.070Z,33.4773333,-116.4898333,14.33,2.89,ml,129,14,0.07059,0.21,ci,ci38250424,2018-09-13T21:58:53.040Z,"19km ESE of Anza, CA",earthquake,0.11,0.2,0.145,205,reviewed,ci,ci
2018-08-16T19:02:48.060Z,43.623,-105.4322,0,3.1,ml,,73,1.126,0.72,us,us1000gas3,2018-10-27T16:22:04.040Z,"Wyoming",mining explosion,2.8,1.6,0.055,43,reviewed,us,us
2018-08-16T18:36:01.110Z,37.5141667,-110.517,6.1,2.65,md,13,168,0.4591,0.13,uu,uu60293072,2018-10-27T16:22:28.040Z,"90km NNW of Kayenta, Arizona",earthquake,0.88,31.61,0.354,7,reviewed,uu,uu
2018-08-16T15:00:58.910Z,29.0952,-97.5732,5,2.9,mb_lg,,131,0.315,0.93,us,us1000gai5,2018-10-27T16:22:04.040Z,"14km NNW of Yorktown, Texas",earthquake,2.1,1.6,0.072,51,reviewed,us,us
2018-08-16T14:14:52.940Z,38.8021667,-122.7783333,2.39,3.27,mw,70,22,0.01123,0.08,nc,nc73071866,2018-10-27T16:22:27.040Z,"3km NW of The Geysers, CA",earthquake,0.11,0.21,,2,reviewed,nc,nc
2018-08-16T00:00:59.140Z,38.7615,-122.7285,2.33,2.59,md,70,30,0.002847,0.08,nc,nc73071486,2018-08-18T03:02:02.804Z,"3km SE of The Geysers, CA",earthquake,0.1,0.2,0.209,55,reviewed,nc,nc
2018-08-15T17:58:46.630Z,45.8788,-106.8071,0,2.7,ml,,97,0.905,1.22,us,us1000gel1,2018-10-27T16:22:08.040Z,"eastern Montana",mining explosion,5.6,1.9,0.071,26,reviewed,us,us
2018-08-15T13:57:50.310Z,41.4199,-100.1362,5.04,2.7,mb_lg,,61,0.041,0.63,us,us1000g9mp,2018-10-27T16:22:03.040Z,"32km ESE of Stapleton, Nebraska",earthquake,2.9,3.4,0.06,72,reviewed,us,us
2018-08-15T13:34:09.500Z,33.4826667,-116.8045,2.79,2.89,ml,125,12,0.02983,0.22,ci,ci38247704,2018-08-15T21:30:19.051Z,"7km NE of Aguanga, CA",earthquake,0.1,0.29,0.149,167,reviewed,ci,ci
2018-08-15T10:27:57.510Z,37.3567,-97.9802,5,3,mb_lg,,134,0.06,0.1,us,us1000g9kt,2018-10-27T16:22:03.040Z,"8km NNE of Harper, Kansas",earthquake,1,1.4,0.045,126,reviewed,us,us
2018-08-15T03:36:09.190Z,31.9056667,-115.835,8.59,2.64,ml,23,117,0.1378,0.21,ci,ci38246408,2018-08-15T22:59:27.415Z,"72km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.34,0.7,0.148,76,reviewed,ci,ci
2018-08-15T01:53:37.870Z,33.4828333,-116.8023333,2.25,2.85,ml,126,12,0.02951,0.23,ci,ci38245832,2018-08-15T18:17:04.239Z,"7km NE of Aguanga, CA",earthquake,0.11,0.28,0.167,173,reviewed,ci,ci
2018-08-15T01:24:26.310Z,33.4771667,-116.8033333,1.89,4.41,mw,170,12,0.0352,0.24,ci,ci38245496,2019-01-16T18:42:35.496Z,"7km NE of Aguanga, CA",earthquake,0.1,0.3,,6,reviewed,ci,ci
2018-08-14T23:52:34.620Z,37.965,-122.0425,11.42,2.64,md,89,50,0.06526,0.18,nc,nc73071001,2019-01-26T01:02:27.195Z,"2km W of Concord, CA",earthquake,0.2,0.37,0.141,77,reviewed,nc,nc
2018-08-14T21:59:15.500Z,36.4653,-98.7501,6.613,2.6,ml,,42,,0.48,us,us1000g9a0,2018-10-27T16:22:28.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.4,1.5,,,reviewed,tul,tul
2018-08-14T21:52:11.080Z,35.8981667,-120.4458333,6.58,3.49,mw,74,37,0.01034,0.07,nc,nc73069930,2018-10-27T16:22:27.040Z,"1km W of Parkfield, CA",earthquake,0.13,0.19,,5,reviewed,nc,nc
2018-08-14T20:49:55.300Z,35.8992,-97.274,6.536,2.6,ml,,27,,0.63,us,us1000g97n,2018-10-27T16:22:28.040Z,"5km SSW of Langston, Oklahoma",earthquake,1.1,3.4,,,reviewed,tul,tul
2018-08-14T20:30:11.900Z,43.5297,-105.2245,0,3.4,ml,,41,1.043,0.89,us,us1000g96x,2018-10-27T16:22:03.040Z,"Wyoming",mining explosion,6.3,1.9,0.043,70,reviewed,us,us
2018-08-14T11:06:41.400Z,36.1573,-98.2913,5.301,2.7,ml,,43,,0.21,us,us1000g8sh,2018-10-27T16:22:28.040Z,"5km NNE of Okeene, Oklahoma",earthquake,1.2,3.7,,,reviewed,tul,tul
2018-08-14T02:34:46.620Z,36.8668333,-121.5951667,5.28,2.67,md,55,34,0.009589,0.09,nc,nc73069550,2018-08-15T18:20:03.230Z,"5km ESE of Aromas, CA",earthquake,0.14,0.24,0.137,84,reviewed,nc,nc
2018-08-13T22:56:18.990Z,43.5664,-105.3106,0,3,ml,,106,1.076,0.38,us,us1000gbhk,2018-10-27T16:22:04.040Z,"Wyoming",mining explosion,4.6,1.8,0.06,42,reviewed,us,us
2018-08-13T21:40:38.000Z,34.0694,-97.3859,5.796,2.5,ml,,57,,0.67,us,us1000g8gx,2018-10-27T16:22:28.040Z,"10km SSE of Wilson, Oklahoma",earthquake,1.7,4.1,,,reviewed,tul,tul
2018-08-13T19:08:11.500Z,34.9882,-97.5381,3.692,3,ml,,22,,0.41,us,us1000g8aj,2018-10-27T16:22:28.040Z,"16km W of Purcell, Oklahoma",earthquake,1.5,3.7,,,reviewed,tul,tul
